lora_unet_layers_7_feed_forward_w2,10240,3840
lora_unet_layers_7_feed_forward_w3,3840,10240
lora_unet_layers_8_attention_to_k,3840,3840
lora_unet_layers_8_attention_to_out_0,3840,3840
lora_unet_layers_8_attention_to_q,3840,3840
lora_unet_layers_8_attention_to_v,3840,3840
lora_unet_layers_8_feed_forward_w1,3840,10240
lora_unet_layers_8_feed_forward_w2,10240,3840
lora_unet_layers_8_feed_forward_w3,3840,10240
lora_unet_layers_9_attention_to_k,3840,3840
lora_unet_layers_9_attention_to_out_0,3840,3840
lora_unet_layers_9_attention_to_q,3840,3840
lora_unet_layers_9_attention_to_v,3840,3840
lora_unet_layers_9_feed_forward_w1,3840,10240
lora_unet_layers_9_feed_forward_w2,10240,3840
lora_unet_layers_9_feed_forward_w3,3840,10240
